Complaint,OffenseDescription,Description,Attempted,CategoryCode,Borough,Location,PremiseType
419301067,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 3 & 2  OF M,COMPLETED,FELONY,QUEENS,INSIDE,PARKING LOT/GARAGE (PRIVATE)
384151036,DANGEROUS WEAPONS,WEAPONS POSSESSION 3,COMPLETED,FELONY,QUEENS,REAR OF,STREET
900883746,UNAUTHORIZED USE OF A VEHICLE,UNAUTHORIZED USE VEHICLE 3,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET
542779974,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,MANHATTAN,INSIDE,OTHER
912436437,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE
710200108,ROBBERY,ROBBERY HOME INVASION,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE
644015929,GRAND LARCENY,LARCENY GRAND FROM STORE-SHOPL,COMPLETED,FELONY,BROOKLYN,INSIDE,JEWELRY
781771432,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,DRY CLEANER/LAUNDRY
241651744,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,GROCERY/BODEGA
539729673,GRAND LARCENY,LARCENY GRAND FROM RETAIL STORE  UNATTENDED,COMPLETED,FELONY,QUEENS,FRONT OF,CLOTHING/BOUTIQUE
233716378,ROBBERY,ROBBERY PERSONAL ELECTRONIC DEVICE,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
680899950,PETIT LARCENY,LARCENY PETIT FROM OPEN AREAS ,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
510614139,GRAND LARCENY,LARCENY GRAND FROM VEHICLE/MOTORCYCLE,COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET
502743524,OFFENSES AGAINST PUBLIC ADMINI,RESISTING ARREST,COMPLETED,MISDEMEANOR,QUEENS,,STREET
838025660,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,GROCERY/BODEGA
817201197,GRAND LARCENY,LARCENY GRAND FROM STORE-SHOPL,COMPLETED,FELONY,QUEENS,INSIDE,TELECOMM. STORE
473134031,FELONY ASSAULT,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,QUEENS,FRONT OF,STREET
879862743,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,MANHATTAN,INSIDE,OTHER
237242131,ROBBERY,ROBBERY DWELLING,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE
978650307,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE-HOUSE
609719707,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
256054657,GRAND LARCENY,LARCENY GRAND FROM PERSON PERSONAL ELECTRONIC DEVICE(SNATCH),COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
757266651,VEHICLE AND TRAFFIC LAWS,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,QUEENS,,OTHER
127457703,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
847941963,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE
430329723,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,CLOTHING/BOUTIQUE
110837709,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,CHAIN STORE
875304852,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET
737924311,ROBBERY,ROBBERY DWELLING,COMPLETED,FELONY,BROOKLYN,,STREET
486366877,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,MANHATTAN,OPPOSITE OF,DRUG STORE
838393733,BURGLARY,BURGLARY COMMERCIAL NIGHT,COMPLETED,FELONY,MANHATTAN,INSIDE,RESTAURANT/DINER
145938072,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,CHAIN STORE
560731798,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,BROOKLYN,REAR OF,PARKING LOT/GARAGE (PUBLIC)
952763106,THEFT-FRAUD,FRAUD UNCLASSIFIED-FELONY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
576603796,BURGLARY,BURGLARY RESIDENCE DAY,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE
693885004,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
703940457,DANGEROUS DRUGS,CONTROLLED SUBSTANCE INTENT TO,COMPLETED,FELONY,QUEENS,,STREET
581749817,PETIT LARCENY,LARCENY PETIT OF LICENSE PLATE,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE-HOUSE
498707144,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
310061316,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,QUEENS,FRONT OF,RESIDENCE - APT. HOUSE
783885771,FELONY ASSAULT,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
259150256,ROBBERY,ROBBERY OPEN AREA UNCLASSIFIED,COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET
631399815,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,CLOTHING/BOUTIQUE
968143721,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,CHAIN STORE
622622487,ASSAULT 3 & RELATED OFFENSES,MENACING UNCLASSIFIED,COMPLETED,MISDEMEANOR,MANHATTAN,OPPOSITE OF,CHAIN STORE
283067028,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,PARKING LOT/GARAGE (PRIVATE)
799399822,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,COMMERCIAL BUILDING
885047705,PETIT LARCENY,LARCENY PETIT FROM OPEN AREAS ,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,CLOTHING/BOUTIQUE
366982417,VEHICLE AND TRAFFIC LAWS,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
159773721,PETIT LARCENY,LARCENY PETIT FROM OPEN AREAS ,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE-HOUSE
385712958,DANGEROUS DRUGS,MARIJUANA  POSSESSION 4 & 5,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
598332948,GRAND LARCENY,LARCENY GRAND FROM VEHICLE/MOTORCYCLE,COMPLETED,FELONY,MANHATTAN,OPPOSITE OF,STREET
539851102,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
147611892,DANGEROUS DRUGS,MARIJUANA  POSSESSION 4 & 5,COMPLETED,MISDEMEANOR,QUEENS,,STREET
613392872,PETIT LARCENY,LARCENY PETIT OF BICYCLE,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
596139724,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,FAST FOOD
406998020,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF 4TH  GRAFFIT,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
573515112,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF 4TH  GRAFFIT,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
168288402,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF 4TH  GRAFFIT,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
870081035,INTOXICATED & IMPAIRED DRIVING,INTOXICATED DRIVING ALCOHOL,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
851902192,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,CHAIN STORE
963511147,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE
738813466,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE
928951404,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
839769438,GRAND LARCENY,LARCENY GRAND FROM VEHICLE/MOTORCYCLE,COMPLETED,FELONY,BROOKLYN,,STREET
787379488,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,HOTEL/MOTEL
521537593,FELONY ASSAULT,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,MANHATTAN,,RESIDENCE - APT. HOUSE
721446102,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
471880508,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE
892963094,VEHICLE AND TRAFFIC LAWS,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,QUEENS,,STREET
759484149,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,QUEENS,FRONT OF,STREET
328186596,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE - PUBLIC HOUSING
515316107,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
283200043,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,DEPARTMENT STORE
600999459,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,QUEENS,,STREET
166098120,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,OTHER
740039028,GRAND LARCENY,LARCENY GRAND FROM PERSON  BAG OPEN/DIP,COMPLETED,FELONY,QUEENS,INSIDE,CLOTHING/BOUTIQUE
405802527,INTOXICATED & IMPAIRED DRIVING,INTOXICATED DRIVING ALCOHOL,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
604341098,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
953315023,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
283671888,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,STREET
776652545,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
227521566,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,QUEENS,FRONT OF,STREET
431790839,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
899322875,BURGLARY,BURGLARY RESIDENCE NIGHT,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
580417745,GRAND LARCENY,LARCENY GRAND OF BICYCLE,COMPLETED,FELONY,MANHATTAN,INSIDE,OTHER
125970217,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET
286656904,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
584896587,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
329298178,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,CLOTHING/BOUTIQUE
831948061,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,DEPARTMENT STORE
382951482,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF 4TH  GRAFFIT,COMPLETED,MISDEMEANOR,BROOKLYN,OPPOSITE OF,COMMERCIAL BUILDING
682532082,GRAND LARCENY,LARCENY GRAND FROM PERSON PERSONAL ELECTRONIC DEVICE(SNATCH),COMPLETED,FELONY,QUEENS,,STREET
307696574,BURGLARY,BURGLARY RESIDENCE NIGHT,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
994325169,BURGLARY,BURGLARY RESIDENCE NIGHT,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE
318720291,GRAND LARCENY,LARCENY GRAND BY ACQUIRING LOST CREDIT CARD,COMPLETED,FELONY,MANHATTAN,INSIDE,HOTEL/MOTEL
168091511,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET
462366203,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,FRONT OF,GROCERY/BODEGA
423936148,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
993574959,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,GROCERY/BODEGA
472662925,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET
338350428,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,QUEENS,INSIDE,BEAUTY & NAIL SALON
260008246,OFF. AGNST PUB ORD SENSBLTY &,FALSE REPORT UNCLASSIFIED,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET
931226782,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE-HOUSE
165324982,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,BANK
190295638,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,MANHATTAN,INSIDE,CHAIN STORE
464555570,FRAUDS,FRAUD UNCLASSIFIED-MISDEMEANOR,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,COMMERCIAL BUILDING
817409717,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,COMMERCIAL BUILDING
338956485,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE-HOUSE
318440430,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,BROOKLYN,INSIDE,FAST FOOD
731874983,FELONY ASSAULT,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,QUEENS,FRONT OF,STREET
286233825,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,QUEENS,,STREET
667917665,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,,STREET
988006192,PETIT LARCENY,LARCENY PETIT FROM OPEN AREAS ,COMPLETED,MISDEMEANOR,MANHATTAN,,TRANSIT - NYC SUBWAY
124735746,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,QUEENS,INSIDE,DRUG STORE
431318409,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
409499586,GRAND LARCENY,LARCENY GRAND BY OPEN/COMPROMISE CELL PHONE ACCT,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE
694703114,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
820059652,GRAND LARCENY,LARCENY GRAND BY ACQUIRING LOS,COMPLETED,FELONY,MANHATTAN,INSIDE,COMMERCIAL BUILDING
863151920,DANGEROUS WEAPONS,WEAPONS POSSESSION 3,COMPLETED,FELONY,QUEENS,,STREET
175879454,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,DEPARTMENT STORE
607105606,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,CHAIN STORE
691433435,BURGLARY,BURGLARY TRUCK NIGHT,COMPLETED,FELONY,QUEENS,REAR OF,PARKING LOT/GARAGE (PRIVATE)
525386122,FELONY ASSAULT,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE
986574428,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
181616639,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,BEAUTY & NAIL SALON
410308935,PETIT LARCENY,LARCENY PETIT FROM AUTO,ATTEMPTED,MISDEMEANOR,BROOKLYN,,OTHER
165246222,ROBBERY,ROBBERY RESIDENTIAL COMMON AREA,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
807402008,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,CLOTHING/BOUTIQUE
430096140,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,GROCERY/BODEGA
542860929,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,QUEENS,,GAS STATION
577132059,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,QUEENS,,CHAIN STORE
505827378,ADMINISTRATIVE CODE,ADM.CODE UNCLASSIFIED MISDEMEA,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
958731825,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE
859036258,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
529474678,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
989894290,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,QUEENS,INSIDE,COMMERCIAL BUILDING
110234215,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,QUEENS,INSIDE,CHECK CASHING BUSINESS
900440695,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,QUEENS,,STREET
197023749,GRAND LARCENY,LARCENY GRAND OF VEHICULAR/MOTORCYCLE ACCESSORIES,COMPLETED,FELONY,BROOKLYN,OPPOSITE OF,STREET
199620459,ROBBERY,ROBBERY OPEN AREA UNCLASSIFIED,COMPLETED,FELONY,BROOKLYN,FRONT OF,BUS STOP
266753403,FRAUDS,FRAUD UNCLASSIFIED-MISDEMEANOR,COMPLETED,MISDEMEANOR,QUEENS,,OTHER
256993401,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,PUBLIC BUILDING
480750286,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,PUBLIC BUILDING
930236460,POSSESSION OF STOLEN PROPERTY,STOLEN PROPERTY 3 POSSESSION,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,PUBLIC BUILDING
692611989,FORGERY,FORGERY ETC. UNCLASSIFIED-FELO,COMPLETED,FELONY,QUEENS,INSIDE,OTHER
818679128,OFFENSES AGAINST PUBLIC ADMINI,VIOLATION OF ORDER OF PROTECTI,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,PUBLIC BUILDING
542903126,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
597173783,CRIMINAL TRESPASS,TRESPASS 2  CRIMINAL,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
922065472,BURGLARY,BURGLARY RESIDENCE NIGHT,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
257982512,ROBBERY,ROBBERY CAR JACKING,COMPLETED,FELONY,QUEENS,,STREET
426322071,ROBBERY,ROBBERY POCKETBOOK/CARRIED BAG,COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE
154938018,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,DEPARTMENT STORE
431088988,PETIT LARCENY,LARCENY PETIT OF BICYCLE,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET
381357922,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,BOOK/CARD
114461784,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,QUEENS,FRONT OF,RESIDENCE-HOUSE
856960600,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
158667876,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
242491185,PETIT LARCENY,LARCENY PETIT FROM OPEN AREAS ,COMPLETED,MISDEMEANOR,BROOKLYN,REAR OF,RESIDENCE - PUBLIC HOUSING
381348196,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
403884213,ROBBERY,ROBBERY PUBLIC PLACE INSIDE,COMPLETED,FELONY,QUEENS,,TRANSIT - NYC SUBWAY
888627118,GRAND LARCENY,LARCENY GRAND FROM EATERY  UNATTENDED,COMPLETED,FELONY,QUEENS,INSIDE,BAR/NIGHT CLUB
558804150,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,QUEENS,,STREET
147612627,FRAUDS,IMPERSONATION 2  PUBLIC SERVAN,COMPLETED,MISDEMEANOR,QUEENS,,STREET
302140788,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE
140225775,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
196339166,INTOXICATED & IMPAIRED DRIVING,INTOXICATED DRIVING ALCOHOL,COMPLETED,MISDEMEANOR,QUEENS,,STREET
491741932,ROBBERY,ROBBERY DWELLING,COMPLETED,FELONY,QUEENS,,RESIDENCE - APT. HOUSE
133852164,INTOXICATED & IMPAIRED DRIVING,INTOXICATED DRIVING ALCOHOL,COMPLETED,MISDEMEANOR,QUEENS,,STREET
188885312,INTOXICATED & IMPAIRED DRIVING,INTOXICATED DRIVING ALCOHOL,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
203878266,GRAND LARCENY,LARCENY GRAND FROM PERSON UNCL,COMPLETED,FELONY,QUEENS,,BUS (NYC TRANSIT)
760069380,ASSAULT 3 & RELATED OFFENSES,OBSTR BREATH/CIRCUL,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET
701929401,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,QUEENS,FRONT OF,RESIDENCE-HOUSE
629355705,DANGEROUS DRUGS,CONTROLLED SUBSTANCE INTENT TO,COMPLETED,FELONY,MANHATTAN,,STREET
779969933,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,FRONT OF,STREET
356813351,GRAND LARCENY,LARCENY GRAND FROM STORE-SHOPL,COMPLETED,FELONY,MANHATTAN,INSIDE,DRUG STORE
560293597,DANGEROUS WEAPONS,WEAPONS POSSESSION 3,COMPLETED,FELONY,QUEENS,,STREET
635209201,ROBBERY,ROBBERY OPEN AREA UNCLASSIFIED,COMPLETED,FELONY,QUEENS,,STREET
715942154,ROBBERY,ROBBERY PERSONAL ELECTRONIC DEVICE,COMPLETED,FELONY,QUEENS,INSIDE,BAR/NIGHT CLUB
994364993,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,
238280110,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF 4TH  GRAFFIT,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING
858511085,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,GROCERY/BODEGA
